,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-02-24,-1,1,-1,,-12,-2,-4,-4,11,,-3,,-8,-13,,-4,-4,-6,-6,-5,-7,-12,-7,0,-1,-1,-7,-1,-11,-8,,,1,,0,-3,-1,-4,-7,-4,,-1,-10,-3,,-16,-5,4,4,,-2,9,-9,-2,-9,-6,,,-2,7,-10,-3,,,-3,-9,-14,-1,6,,-8,,-5,-7,-10,,-18,-2,2,,-9,0,-7,0,,-4,0,-8,,,7,2,6,,,1,-4,,-2,-8,,-4,,,-9,-5,,-10,-2,-10,,-8,,-2,-8,,,-4,-2,-14,-8,-3,-7,,-7,4,-8,-3,-4,-4,,-13,-1,12,-6,,0,2,-3,-12,-4,-9,-6,-3,2,1,,2,2,-2,3,-21,-9,,,-6,,,,,,-1,,-5,,-12,-3,-5,,,-15,,-3,,-13,,-6,-1,,-10,,-7,-1,,,,,-1,,2,4,-29,-1,-1,,7,3,-12,2,,-2,2,-3,-9,1,-1,-31,,4,2,-10,-1,,,-2,-1,-8,2,,1,,,-8,2,5,-1,-7,4,1,-4,1,,0,-4,-5,-1,,,,3,,2,-21,-17,,-6,-31,,-4,-15,1,-3,1,6,0,-2,-6,0,-5,1,-11,-17,-5,-3,-5,-1,4,-3,2,1,25,9,-5,-1,15,-2,-1,13,-5,13,-5,-1,0,,,,,,,,,13,,,,,4,,,,12,05/08/2021 06:15:19 +1000
2020-02-25,-3,1,-3,-5,-10,-1,-7,-6,3,,2,,-11,-7,,-4,-6,-2,-3,-13,-8,-9,-8,-2,-4,-2,-11,-3,-13,16,,,3,,0,-5,-8,-4,-8,-3,,-1,-9,-4,,-10,-1,5,-2,,-5,-2,-7,-8,-19,-14,,,-3,7,-6,-2,,,-6,-10,-10,0,9,,-5,4,-3,-9,-12,,-26,2,4,,-7,1,-6,1,7,-4,4,-5,,,5,4,3,,,-1,-3,,-2,-5,,-7,,,-9,-6,,-6,-7,-3,1,-5,3,-2,-3,,,-6,-8,-7,-7,-2,-9,,-1,9,-8,-1,-5,-3,5,-8,0,17,-4,,-2,2,-2,-9,-7,-6,-4,-3,3,-2,,-1,0,-4,-1,,-4,,,-4,,,,,,-1,,-1,,-11,-7,-3,,,-2,,-2,,-10,,-10,2,,-12,,-2,-4,,,,,-2,,-1,-1,-22,-1,-7,,4,-4,-11,-3,,-5,-2,-6,-8,1,-1,-30,,0,1,-8,-5,-20,,-6,-4,-7,0,,-2,,,-10,-7,0,-1,-9,5,-2,-4,0,,-2,-6,5,-3,,,,2,,0,-15,-12,,-8,-22,-2,-3,-8,-7,-5,1,0,-6,-2,-11,1,-3,3,-8,-20,-6,-6,-1,-1,-3,-5,1,0,12,9,-4,-2,29,1,-2,14,-3,9,-6,-3,-2,,,,,,,,,11,,,,,-5,6,,,14,05/08/2021 06:15:19 +1000
2020-02-26,-1,1,-3,3,-12,-4,-6,-7,3,,1,,-12,-13,,-6,-3,-1,-4,-8,-8,-8,-9,-1,0,-2,-9,-4,-15,25,,,2,,1,1,-4,-4,-8,-1,,-2,-7,-2,,-22,-2,2,-3,,-4,1,-9,-6,-14,-8,,,-8,10,-6,-3,,,-2,-10,-14,-2,10,,-10,-1,-3,-6,-12,,-16,-1,6,,-10,0,-6,-5,6,-3,4,-7,,,7,9,4,,,1,-3,,-2,-6,,-3,,-1,-10,-4,-22,-2,-5,-2,3,-2,1,-1,-4,,,-5,-2,-4,-6,-7,-3,,-6,3,-7,-6,-5,-3,1,-9,4,46,0,,-3,3,-5,-7,-3,-2,-7,-4,2,-1,,5,1,-3,-1,-17,-2,,,-4,,,,,,1,,1,,-11,0,-3,,,-5,,-5,,-7,,-6,2,,-11,,-7,,,,,,0,,1,3,-18,1,-5,,6,0,-4,2,,-3,1,-1,-1,1,3,-21,,2,3,-2,-1,-6,,-2,1,-4,1,,1,-1,,-3,0,6,2,-4,6,-1,-3,-1,,1,-1,-4,0,,,,-3,,-4,-14,-12,,0,-22,,-6,-2,-2,2,0,3,-1,-3,-6,3,-5,-1,-4,-21,-8,-6,-7,1,-6,-5,1,4,17,1,-5,0,26,-5,-3,5,-5,9,-6,-4,-2,,,,,,,,-9,9,,,,,-3,5,,,6,05/08/2021 06:15:19 +1000
2020-02-27,0,7,3,4,-9,2,-2,-1,8,,4,,-11,-9,,3,4,10,5,-6,-6,-4,-4,2,0,-3,-5,-1,-11,-2,,,11,,3,1,-3,1,-3,1,,3,-10,4,,-8,,5,4,,0,10,-1,0,-11,10,,,-1,14,-1,-1,,,3,-3,-8,6,7,,-4,1,1,-4,-8,,-6,2,11,,-8,-4,-4,3,10,2,9,-3,,,3,8,-3,,,-5,-4,,-3,-10,,-9,,,-10,-2,,-9,-4,-4,-1,-2,13,0,-2,,,-4,-4,-13,-8,-2,-5,,4,9,-10,-7,-2,-2,0,-12,4,26,6,,3,11,0,-8,-3,0,4,0,-1,3,,0,2,2,2,,7,,,3,,,,,-9,4,,-3,,-7,0,-2,,,-1,,-12,,-12,,-7,1,,-10,,-2,-4,,,,,0,,3,0,-15,-1,0,,8,-2,-8,0,,-3,1,-4,-7,3,4,-22,,1,9,-5,0,-18,,-1,-2,-5,9,,4,,,-5,1,7,1,-4,5,4,-5,0,,-2,1,6,1,,,,10,,-5,-12,-10,,-5,-21,,-2,-14,-1,-2,1,4,-2,-3,-8,-6,-4,-3,-4,-19,-6,-5,-9,-1,-8,-6,-5,3,4,2,-7,-2,15,-11,-1,-1,-7,6,-6,-4,-3,,,,,-7,,,-15,1,,,,,3,11,,,7,05/08/2021 06:15:19 +1000
2020-02-28,4,10,3,16,-14,4,8,1,12,,8,,-11,-7,,3,3,4,4,2,-5,-2,-3,6,0,-1,4,1,-6,-10,,,14,,3,2,16,3,1,6,,7,-6,6,,-13,129,12,5,,0,21,1,11,-12,3,,,2,19,-2,1,,,3,-3,-11,4,10,,-6,-4,2,-1,-1,,1,0,15,,-3,7,0,5,,-2,9,-6,,,11,12,7,,,4,0,,1,-8,,-1,,,-7,0,,-8,2,-5,,0,9,1,4,,,-2,2,-12,-5,1,2,,3,7,-7,-8,3,3,0,-7,5,24,6,-15,11,11,-3,-7,-3,-1,2,2,-1,3,,5,1,-2,9,-17,-2,,,0,,,,,-10,0,,2,,-4,-1,0,,,-8,-4,-2,,-1,,-3,2,,-4,,2,11,,,,,9,,6,10,-17,10,4,,14,8,-3,5,,4,9,1,-2,7,8,-29,,7,21,-1,9,-8,,7,0,-5,18,,4,-7,,0,2,12,6,1,16,7,0,5,,6,11,9,8,,,,4,,2,-16,-8,,-1,-18,7,5,-17,3,4,7,8,-2,0,6,1,2,2,-1,-7,-3,0,-5,7,-5,-2,-1,5,7,1,-6,3,18,-1,3,-1,-2,10,-2,3,0,,-16,,,-4,,,-10,12,-4,,,,11,,,,9,05/08/2021 06:15:19 +1000
2020-02-29,6,16,6,19,-7,8,6,2,31,,19,,-4,-10,,8,6,8,20,6,-2,3,-2,9,-5,-1,16,6,-11,-13,,,21,,7,2,29,8,8,5,,10,3,7,,-18,13,14,5,,7,23,2,28,-16,13,,,8,13,-5,5,,,7,-1,-10,15,5,,-6,4,4,4,0,,15,8,18,,-1,8,-6,26,13,1,6,1,,,11,8,9,,,-1,6,,5,-3,,0,,,5,4,,-4,0,-2,,2,,4,6,,,4,3,-6,-2,5,4,,1,20,-3,-3,4,26,,-13,9,56,13,-19,10,10,-3,-9,0,3,-1,2,-1,4,,5,2,1,15,-17,7,,,1,,,,,-7,4,,5,,-2,0,3,,,-6,,-2,,2,,8,7,,1,,-3,-3,,,,,7,,17,12,-17,18,8,,15,5,-2,7,,7,11,3,2,11,6,-17,,8,15,3,11,,,15,8,2,22,-3,12,11,,9,4,13,13,4,14,14,2,4,,9,7,6,8,8,,,19,,21,-16,-17,,6,-21,14,10,-19,5,12,10,4,2,3,19,3,7,11,-2,19,3,-2,-4,10,0,0,1,4,10,2,8,6,46,-5,5,3,0,7,0,3,1,,13,,,-8,,,-4,14,-3,,,,2,-3,,,10,05/08/2021 06:15:19 +1000
2020-03-01,4,11,4,,-11,4,2,5,19,,19,,-11,-5,,9,2,10,5,-7,-1,-1,-3,4,0,-3,12,-2,-11,-12,,,-2,,7,-1,12,2,6,2,,9,-6,7,,,18,12,10,,6,,3,24,-17,18,,,0,5,2,-2,,,4,-7,-7,11,4,,-3,-1,1,1,-10,,19,0,13,,-2,9,3,17,,2,8,-1,,,5,8,3,,,-3,3,,2,-3,,-4,,,-4,3,-19,-2,0,1,,1,,3,7,,,3,,-6,5,7,15,,,21,-4,-5,2,4,,-9,2,7,5,-12,,10,1,-7,2,6,7,-1,-2,3,,3,2,2,7,-21,10,,,3,,,,,,10,,3,,-1,1,-4,,,,,0,,10,,-2,-4,,-5,,-8,-6,,,,,4,,0,9,-15,12,15,,26,3,-12,3,,7,7,0,-1,5,-5,-23,,7,13,-2,9,,,3,2,-3,15,6,21,,,6,-3,19,7,-1,3,13,2,3,,5,4,6,38,,,,16,,12,-6,-6,,-4,-10,,29,-20,0,4,10,14,3,8,29,4,6,14,-1,32,1,1,7,5,12,-2,5,11,8,1,6,60,,11,4,6,-3,4,-1,17,0,,,,,,,,-1,,,,,,3,,,,10,05/08/2021 06:15:19 +1000
2020-03-02,0,1,-1,,-11,-2,-10,-3,13,,-7,,-14,-11,,-2,-3,-1,-9,-7,-10,-10,-7,-2,-3,-1,-7,-2,-8,-13,,,-1,,1,-2,5,-5,-4,-11,,-1,-10,-2,,-21,,3,6,,-2,9,-8,-4,-12,-11,,,-1,4,-9,-7,,,-3,-8,-20,-4,7,,-9,-2,-1,-6,-11,,,-5,6,,-5,-5,-5,0,,-5,1,-10,,,5,10,2,,,-3,-2,,-1,-8,,-4,,,-9,-3,,-9,0,-2,,-3,,-2,-1,,,-3,-1,-9,-6,-3,0,,0,10,-7,-1,-2,-3,,-16,1,15,2,,7,10,-2,-17,-3,-3,-1,-1,-3,1,,-1,2,-3,4,,-1,,,-6,,,,,,3,,-1,,-4,-3,-4,,,-13,,-8,,-12,,-6,3,,-9,,-7,-7,,,,,0,,-1,2,-25,8,0,,15,3,-8,-1,,0,3,-5,-9,3,0,-37,,3,4,-10,-2,,,1,-2,-8,1,,0,,,-8,-2,5,3,-7,7,3,0,-2,,2,-2,-6,-1,,,,4,,2,-23,-21,,-9,-40,,-3,-19,-2,0,1,4,-4,-5,-11,-6,-3,2,-15,5,-4,-1,11,2,-20,0,0,-38,6,-8,-2,-8,-15,-42,5,21,-5,-26,-3,7,-6,,,,,,,,,13,,,,,4,,,,21,05/08/2021 06:15:19 +1000
2020-03-03,-2,1,-4,4,-11,2,-9,-4,7,,-3,,-17,-11,,-2,-3,0,-5,-12,-10,-8,-9,0,-4,-1,-12,-7,-12,-12,,,-3,,6,-3,-1,-5,-3,-5,,1,-7,-2,,-12,1,2,-3,,-7,1,-7,-4,-18,-19,,,-4,3,-8,-8,,,-3,-8,-12,-1,3,,-6,-2,-2,-6,-11,,-27,-3,9,,-6,-7,-14,6,4,-3,-2,-8,,,2,1,-1,,,-2,-2,,-2,-6,,-6,,,-10,-4,,-9,-7,-2,,-5,6,-2,0,,,-5,0,-6,-6,-1,-5,,1,9,6,-6,-6,-5,-3,-5,0,23,-9,,7,7,-5,-18,-4,-4,-3,-3,-2,-1,,-5,0,-3,1,,-1,,,0,,,,,,-2,,-3,,-8,-2,-3,,,-7,,-8,,-10,,-10,1,,-10,,-7,-5,,,,,0,,-4,3,-26,-1,-5,,14,0,-6,0,,0,0,-5,-9,3,-1,-25,,3,-1,-7,-4,,,-2,-2,-7,-1,,1,,,-6,-6,5,3,-7,8,6,-5,0,,0,-3,1,-2,,,,5,,-1,-16,-13,,-9,-24,3,-10,-14,-7,0,4,-1,-5,0,-5,5,1,1,-3,-21,-3,-4,-8,6,-11,-7,7,11,6,9,-6,-3,25,-7,2,5,-2,9,-5,-3,1,,,,,,,,,14,,,,,10,2,,,13,05/08/2021 06:15:19 +1000
2020-03-04,0,-4,-3,10,-9,1,-8,0,6,,-6,,-17,-13,,0,0,4,-3,-7,-8,-8,-3,2,-5,-3,-8,-8,-12,-7,,,-5,,11,4,-6,-3,-4,4,,6,-5,-1,,-12,18,4,-1,,2,,0,2,-11,-23,,,0,2,-6,-4,,,2,-7,-12,-3,6,,-6,-2,-3,-4,-6,,-21,-1,11,,-11,-6,-14,-3,4,-5,-3,-2,,,8,4,6,,,1,-2,,-2,-7,,-5,,,-10,0,-20,-1,-3,-2,,0,10,0,0,,,-3,5,-9,-6,-4,-2,,3,12,2,-9,-2,-1,1,-4,1,13,-1,,9,5,-2,-10,-1,2,-3,2,0,3,,0,4,-3,2,-17,2,,,1,,,,,,2,,1,,-2,5,0,,,-8,,-3,,-11,,0,5,,-6,,-4,0,,,,,2,,-3,8,-23,6,-3,,13,3,-3,2,,5,4,-1,-2,7,0,-24,,3,0,-4,-1,,,0,3,-2,2,,4,,,-1,-1,3,7,-3,2,10,12,0,,4,2,4,-1,,,,3,,-4,-15,-12,,-6,-23,,-6,-11,-3,4,5,1,-3,-1,-8,1,-3,-1,-4,-19,-5,-3,-4,7,-15,-8,7,5,14,8,-7,2,32,-6,0,8,-3,10,-4,-7,2,,-19,,,,,,,11,,,,,10,0,,,11,05/08/2021 06:15:19 +1000
2020-03-05,-2,1,-3,14,-4,0,-6,-4,1,,-6,,-18,-7,,0,1,-2,1,-10,-7,-10,-9,0,-5,-14,-9,-14,-10,-10,,,-4,,4,-2,-8,-6,-5,9,,5,-11,-3,,-12,,2,4,,4,-4,0,-3,-11,-11,,,-6,-8,-9,-6,,,2,-5,-13,2,-1,,-9,1,-6,-6,1,,,-7,6,,-8,-4,-12,2,-1,-4,-5,-8,,,9,15,4,,,1,-3,,-4,-7,,-5,,,-9,-4,,-4,-1,-4,-5,-9,9,0,0,,,-2,7,-8,-7,-3,1,,5,11,-7,2,-3,1,5,-5,6,30,0,,18,14,1,-7,-3,-1,4,2,1,4,,4,6,1,4,,5,,,2,,,,,-1,6,,-1,,-5,3,-8,,,-12,,-11,,-19,,-5,-5,,-11,,-9,,,,,,-2,,-1,3,-24,0,-8,,6,-1,-2,1,,-2,0,-6,-9,4,-4,-28,,5,7,-4,-4,,,0,-2,-5,6,,0,,,-5,-1,5,-1,-6,-2,4,11,5,,-4,1,8,-1,,,,2,,-16,-13,-21,,-10,-26,,-6,-16,-2,-5,0,4,-10,0,-9,0,-2,-4,-4,-16,-7,-2,-6,7,-11,-6,0,0,10,10,-5,-3,22,0,2,7,-5,7,-5,-5,1,,-20,,,-5,,-5,-13,10,,,,,2,5,,,16,05/08/2021 06:15:19 +1000
2020-03-06,3,3,2,10,-12,5,2,0,17,,-1,,-16,-3,,6,4,3,0,-2,-5,-6,-8,6,-3,-11,2,-6,-10,-10,,,9,,5,3,19,1,3,4,,10,-8,5,,-19,8,15,16,,0,12,-1,19,-8,-1,,,10,9,-2,3,,,5,-4,-12,3,8,,-7,-2,-2,-1,3,,-8,-3,14,,-5,7,-3,8,12,1,6,-7,,,12,14,7,,,5,-1,,-2,-6,,-4,,,-9,-2,,-6,3,-5,,-5,14,1,5,,,-3,13,-12,-6,0,-5,,6,23,-7,-6,3,1,3,-8,7,28,1,-15,7,7,-1,-9,-2,-1,6,3,0,4,,-1,3,-2,8,-13,4,,,-1,,,,,-2,-1,,5,,-2,0,0,,,4,-1,-4,,-4,,-2,0,,-4,,4,4,,,,,8,,4,8,-17,16,-5,,11,10,8,9,,6,11,-1,-1,7,5,-24,,7,25,-5,4,-10,,11,1,-3,15,,4,19,,-1,9,22,2,-1,4,11,3,22,,4,11,16,9,,,,5,,-3,-16,-15,,-3,-24,19,15,-17,7,3,6,14,-6,1,-6,0,-2,-6,-4,-17,-4,2,-3,7,-11,-5,3,8,20,11,-4,4,32,-8,3,12,-3,15,-3,1,3,,-17,5,,-13,,,-4,17,-9,,,,12,,,,16,05/08/2021 06:15:19 +1000
2020-03-07,3,5,3,27,-8,9,4,3,40,,14,,-8,-5,,9,7,10,2,4,-4,-3,-1,7,4,-15,13,1,-6,-14,,,3,,7,5,49,4,10,6,,15,-2,9,,-16,4,27,12,,11,14,2,27,-14,6,,,6,13,-2,12,,,6,1,-14,8,4,,-3,-3,-1,4,2,,7,5,15,,-3,6,-5,24,6,0,8,0,,,11,17,6,,,0,2,,1,-3,,-2,,,-2,1,,-4,4,0,,-7,,2,8,,,0,7,-12,-2,3,8,,7,74,-5,5,5,4,,-6,8,50,0,1,6,3,2,-13,-1,-3,6,1,-3,3,,2,-5,-5,10,-1,0,,,2,,,,,7,11,,3,,-2,-2,-2,,,1,,-4,,0,,-4,-2,,-5,,-6,-4,,,,,3,,10,2,0,21,-5,,6,1,30,4,,2,4,-6,-4,5,-5,-11,,1,47,-3,-2,,,12,1,-5,10,43,4,15,,1,8,21,1,-6,6,7,5,13,,4,3,8,-3,,,,6,,-5,-11,-5,,-2,-12,39,38,-15,17,4,7,17,-2,4,-1,6,6,0,-2,-9,1,2,-2,9,-2,1,14,6,22,20,-2,6,40,-6,4,5,3,11,4,6,3,,-16,,,-3,,,-7,7,-9,,,,13,16,,,13,05/08/2021 06:15:19 +1000
2020-03-08,3,2,2,,-5,4,1,2,43,,17,,-15,-3,,11,3,6,2,4,-5,2,-1,6,-3,-19,15,-7,-3,-9,,,-7,,6,5,43,-1,11,9,,8,-10,7,,,-1,32,11,,-5,,-1,16,-13,-6,,,6,8,-3,5,,,8,-4,-12,-3,0,,-2,,0,0,-8,,10,-1,10,,-2,6,-5,18,,0,5,-6,,,5,15,0,,,-2,2,,1,-3,,-7,,,-5,0,-11,-5,-2,2,,-14,,1,4,,,1,,-8,-1,8,11,,,40,-5,-2,2,0,,-10,12,41,17,,,9,3,11,1,5,22,9,2,9,,-3,3,1,9,,3,,,14,,,,,,32,,7,,5,1,-4,,,,,-10,,-7,,0,0,,-6,,-4,-5,,,,,4,,17,-1,22,27,-1,,5,-2,30,-1,,3,3,-5,-6,2,3,17,,-2,56,-5,-1,,,12,-4,-1,12,,0,,,-6,10,26,-3,-11,16,5,10,1,,-2,-2,17,-2,,,,5,,4,16,34,,-5,18,,18,-10,19,-1,3,12,6,4,-9,5,3,6,-3,-15,-4,8,5,8,-3,-3,6,11,12,3,-6,-2,,-10,4,13,-1,8,-1,34,3,,,,,,,,3,,,,,,18,,,,5,05/08/2021 06:15:19 +1000
2020-03-09,-3,-4,-2,,-7,-3,-7,-4,23,,-8,,-19,-17,,-1,-1,-3,-4,24,-10,-11,-7,-2,-7,-14,-1,-9,-9,-12,,,-7,,-1,1,32,-7,8,-2,,3,-15,-3,,-16,-3,-1,8,,-2,5,-5,1,-8,-17,,,-3,4,-12,-3,,,-2,-6,-16,24,3,,-10,-3,-4,-5,-4,,1,-9,2,,-13,-2,-14,12,,-5,-2,-10,,,3,9,0,,,-6,-8,,-10,-9,,-3,,,-15,-7,,-15,-2,-6,,-9,,-5,-4,,,-9,0,-17,-10,-6,-13,,-3,15,-15,-2,-8,-3,,-9,-25,-7,,,-70,-36,-39,4,-47,-38,-7,-35,-45,-29,,-52,-38,-51,-43,,-24,,,5,,,,,,17,,-41,,-21,-36,-18,,,-26,,-12,,-23,,-21,-34,,-13,,-27,,,,,,3,,24,-3,3,21,10,,-3,3,-5,8,,15,2,-4,12,20,-3,8,,12,18,-6,4,,,-4,-2,0,-10,,9,,,3,-5,50,11,-2,-19,19,-11,25,,-2,5,,6,,,,28,,12,7,11,,9,6,,10,-19,-5,-1,13,-5,31,-2,-9,-3,-4,-4,-5,-17,-7,-3,-6,2,-14,-6,-3,7,19,3,-8,-3,19,-7,-2,9,-7,8,-6,-6,-3,,,,,,,,,16,,,,,0,,,,10,05/08/2021 06:15:19 +1000
2020-03-10,-2,-1,-4,3,-9,-1,-4,-6,10,,-7,,-19,-12,,-3,-2,-2,-3,-10,-11,-9,-8,-2,-6,-12,-9,-10,-13,-10,,,-2,,-1,2,-3,-8,-5,-5,,4,-14,-2,,-12,-4,-1,2,,-1,,-4,-3,-17,-19,,,-5,2,-8,-3,,,-1,-9,-11,1,4,,-8,1,-4,-8,-4,,-20,-8,3,,-9,-4,-13,6,8,-4,0,-7,,,3,9,0,,,0,-4,,-5,-7,,-8,,,-12,-4,,-8,-6,-4,,-3,7,-2,0,,,-4,1,-4,-8,-3,-9,,9,7,-6,-3,-5,-6,-2,-5,5,21,-11,,7,8,1,-11,-2,-3,-1,5,7,2,,4,5,0,6,,3,,,0,,,,,,6,,3,,-1,5,-5,,,-9,,-8,,-14,,-7,-5,,-8,,-8,-9,,,,,-1,,-2,2,-23,3,-10,,6,0,0,4,,0,1,-5,-12,2,-5,-24,,-1,7,-9,-6,,,1,-4,-6,-5,,1,,,-7,-4,12,1,-10,-1,6,-3,11,,-2,-3,8,-2,,,,11,,5,-13,-12,,-15,-22,-2,1,-12,5,-3,4,5,-5,-2,-10,-2,-3,-5,-7,-22,-10,-4,-2,3,-12,-10,1,0,12,6,-9,-6,30,-7,-1,4,-6,8,-7,-1,-2,,,,,,,,,10,,,,,3,0,,,9,05/08/2021 06:15:19 +1000
2020-03-11,-1,0,-4,7,-10,-2,-6,-6,3,,-3,,-19,-12,,0,-1,3,-3,-6,-10,-10,-7,-1,-6,-11,-6,-11,-10,-4,,,-2,,0,3,-2,-8,-3,-6,,2,-10,-1,,-22,2,3,0,,-2,-2,-2,1,-13,-7,,,-5,5,-4,-5,,,-1,-11,-15,-2,4,,-10,0,-5,-6,-4,,-20,-6,6,,-10,-6,-12,1,5,-3,1,-6,,,4,6,1,,,-3,-3,,-3,-7,,-7,,,-11,-4,-16,-3,-2,-6,,-3,8,-1,-3,,,-4,0,-6,-8,-4,-7,,4,13,-10,-8,-4,-2,0,-11,-1,10,-11,,-2,3,-5,-7,-4,-4,-5,0,-3,-2,,-5,-1,-7,-2,-16,4,,,-3,,,,,,-6,,-1,,-9,2,-4,,,-3,,-9,,-10,,-5,-4,,-12,,-4,-6,,,,,-1,,-4,3,-23,2,-2,,8,-2,-7,1,,-1,4,-4,-7,3,-4,-19,,2,-1,-4,-3,-8,,-1,-3,-4,-3,,4,,,-3,-2,9,1,-8,-2,8,-1,1,,1,-3,-1,-3,,,,10,,5,-11,-13,,-10,-19,,-5,-15,-4,1,3,6,-3,-3,-6,-1,-6,-5,-6,-21,-8,-4,-3,5,-12,-8,0,-1,16,2,-8,-2,23,-9,-1,9,-7,6,-6,-7,0,,,,,,,,,13,,,,,8,6,,,10,05/08/2021 06:15:19 +1000
2020-03-12,-1,4,0,9,-9,-1,1,-2,6,,3,,-14,-14,,-2,2,3,9,-3,-7,-8,-5,0,6,-13,-6,-14,-4,-4,,,0,,2,-4,-5,-3,-3,1,,7,-11,2,,-12,,8,12,,-1,12,0,-1,-7,1,,,-1,1,-2,0,,,0,0,-8,6,4,,-3,-1,-3,-6,-1,,-11,-1,9,,-10,-6,-7,5,5,0,11,-5,,,4,7,0,,,-4,-4,,-6,-6,,-3,,,-13,0,,-5,5,0,9,-4,11,0,-4,,,-6,4,-9,-7,-4,1,,9,7,-10,-1,0,3,2,-13,3,29,-3,,3,4,-4,-10,-3,-2,-5,2,-1,0,,3,6,-5,-2,,0,,,-3,,,,,-9,2,,-4,,-8,-2,-4,,,-8,,-7,,-15,,-6,-7,,-7,,-3,-3,,,,,-1,,1,4,-24,-6,-2,,5,-3,-6,5,,-4,2,-3,-12,3,-4,-26,,0,4,-7,-2,-7,,0,-6,-7,0,,5,,,-9,3,8,-3,-7,-1,4,-3,1,,-1,1,4,0,,,,4,,2,-9,-5,,-13,-20,,-3,-15,-2,-1,2,3,-1,0,-8,2,-5,-1,-4,-19,-7,3,-7,10,-7,-5,2,3,12,7,-6,-4,29,-11,-2,9,-3,11,-3,-6,1,,-19,,,-14,,,-10,10,,,,,1,19,,,14,05/08/2021 06:15:19 +1000
