,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-02-24,-10,5,-5,,-48,14,-6,-2,44,-48,18,,,-54,,9,5,6,-27,,12,-5,-19,12,5,2,-2,12,-49,-52,,,15,,12,,23,24,,,,3,10,6,,-46,1,14,,,-24,,-4,,-48,18,,-57,-10,6,-1,,,,-8,-54,-37,,15,-49,0,,31,9,-16,,-19,14,35,,-43,15,19,,,-7,10,-21,,,31,,55,,,,-29,,-15,-42,,-28,-32,,-44,-11,-42,-30,-20,-27,-11,-51,,-12,-34,,-9,-26,,-35,-38,,-18,-25,,,-31,-30,-21,-30,,-35,-5,32,-3,-34,,,6,-4,1,-5,-18,4,10,-18,,,-15,-3,,-46,,,,,,,,,,,,,,,,-20,-37,,,-25,-31,,,-26,,-10,-34,-28,,15,,,,,-28,9,,8,23,-49,,5,,23,8,-32,14,,12,15,15,28,22,-5,-36,-30,25,54,17,5,-29,,4,-8,-5,,,6,,,8,,,31,32,-19,9,-15,,-35,44,10,,8,,-48,,,-27,10,-15,-33,,-6,-39,,,-66,,16,10,,26,-14,-32,5,-9,2,-30,-41,12,-22,-7,-4,,-22,,,-3,,-25,2,,-10,-22,-5,-11,,-3,-20,-8,2,-38,,,,15,-39,,,,,,,-6,,-39,,5,05/08/2021 06:16:00 +1000
2020-02-25,-8,4,-4,,-23,4,-5,-8,30,,15,,,-19,,3,6,1,-13,,12,3,-15,19,-3,6,8,8,-31,78,,,3,,14,,-5,15,,,,14,17,7,,-34,9,1,,,-19,,2,,-37,9,,-23,-7,1,-14,,,,3,-20,-27,,21,-39,-22,,2,-7,-6,,-22,12,18,,-28,1,0,,,-13,-7,-22,,,21,,28,,,,-12,,7,-31,,-9,,,-24,18,-28,-18,-19,-16,-8,,,6,-18,,-14,-17,,-34,-22,,-11,,,,-44,-7,-6,-13,,-30,-1,101,3,-20,,,-1,-15,-8,-5,-17,-5,26,-19,,,-3,19,,-40,,,,,,,,,,,,,,,,-1,-10,,,-27,16,,,-6,,60,,13,,26,,,,,-24,-9,,16,-3,-44,,-11,,-5,-7,-37,-8,,-17,-6,-8,13,10,-14,-28,-24,-10,19,1,-9,-22,,-1,-3,-10,-10,,-3,,,-21,,,-10,-6,-3,5,-1,,,7,8,,-16,,-45,,-4,-13,-14,-24,-28,,-2,-24,,,-42,-7,4,-12,,-18,-11,-33,-8,-4,-4,-23,-38,-6,-14,-10,-7,,-19,,,-4,,-5,10,,-13,-8,-16,-11,,-11,-9,-11,5,-32,,,,8,-18,,,,,,,-16,,-22,,-4,05/08/2021 06:16:00 +1000
2020-02-26,-5,18,-3,,-16,7,-11,-6,7,,6,,,-15,,-1,-2,-2,-8,10,9,2,-31,-2,-5,10,-3,8,-21,112,,,7,,2,,4,3,,,,-8,10,-6,,-35,16,-7,,,-12,,-16,,-36,-1,,-28,-17,0,-6,,,,10,-17,-34,,6,,-18,,-3,-1,-13,,-25,4,5,,-14,12,3,,,-5,-3,-31,,,5,,13,,,,-5,,9,-18,,-3,-7,,-16,9,-10,-18,-14,-19,-3,-24,,14,-2,,-4,-6,,-15,-12,,12,,,,-23,-15,-8,-14,,-21,2,84,-2,-38,,,1,-30,-7,11,-5,-9,35,-17,,,-2,12,,-40,,,,,,,,,,,,,,,,-19,-30,,,-20,-41,,,-36,,-22,,-43,,-5,,,,,,-2,,18,22,-50,,-11,,17,17,,-4,,11,-4,-3,27,21,-9,-17,-18,5,12,22,2,-18,,8,-13,-7,,,-21,,,-7,,,12,17,2,14,,,,29,9,,0,,-20,,-4,,-18,-32,-38,,9,-32,,,-43,-13,15,0,,-12,-20,-17,-6,-6,-13,-32,-47,-5,-26,-22,-16,,-29,13,,-11,,-14,-1,,-28,-16,-35,-24,,-28,-32,-17,8,-33,,,,8,,,,,,,,-30,,-47,,-20,05/08/2021 06:16:00 +1000
2020-02-27,-2,18,4,,-18,36,,-1,31,,18,,,-25,,24,65,27,15,,35,30,-5,34,51,30,1,15,-16,-19,,,25,,33,,21,45,,,,,33,24,,-26,,30,,,-5,,9,,-34,-13,,-35,-6,15,-14,,,,51,-12,-33,,3,,-4,,27,-3,15,,-20,29,42,,-20,13,-1,,,-13,-2,-17,,,-3,,-9,,,,-10,,1,-13,,-22,-14,,-18,10,-12,-18,-10,-26,-18,,,16,-5,,-9,-4,,-18,-16,,-6,,,,-24,-20,1,-32,,-30,5,72,9,-19,,,-12,-18,10,15,-3,-8,-7,-9,,,3,27,,-37,,,,,,,,,,,,14,,,,-6,-13,,,-21,-16,,,-2,,-10,,-13,,32,,,,,,0,,9,32,-20,,-18,,26,33,-22,11,,22,19,11,65,13,10,-14,-11,35,26,17,12,-16,,16,3,-7,,,-18,,,-15,,,29,18,-10,25,,,,38,40,,13,,-33,,,-2,-27,-38,-21,,-5,-38,,,-49,-2,21,16,,9,-28,-18,-13,-31,-24,-37,-46,-21,-35,-39,-27,,-39,-8,,-6,,-18,-10,-22,-32,-28,-34,-48,,-34,-44,-24,-2,-30,,,,6,,,,,,,,-32,,-71,,-30,05/08/2021 06:16:00 +1000
2020-02-28,0,45,3,,-26,16,30,-4,67,-22,29,,,-9,,22,14,32,-3,14,31,28,-1,28,35,28,10,23,-27,-21,,,15,,15,,13,25,,,,22,47,15,,-22,17,31,,,1,,26,,-32,-14,,-16,-4,21,-10,,,,35,-18,-26,,-12,-25,-7,,17,-11,13,,-11,24,29,,-18,3,-11,,,-11,-1,-17,,,4,,8,,,,-4,,4,-27,,-8,-11,,-9,0,-36,-18,-4,-37,-8,-5,,16,1,,-15,5,,-4,-8,,-13,-20,,,-13,-27,-2,-24,,-12,10,188,11,-23,,,6,-6,25,23,-12,8,,-12,,,-1,12,,-32,,,,,,,,,,,,,,,,-5,-30,,,-23,-4,,,-13,,8,,-11,,39,,,,,,-2,,22,67,-37,,-10,,52,83,-13,2,,28,26,0,35,20,17,-24,-20,51,28,43,36,-9,,11,17,3,4,,-14,,,-8,,,27,31,16,44,9,,-21,61,48,,16,,-43,-28,21,-14,-16,-22,1,,18,-36,,,-60,-3,48,30,,-16,-15,8,2,7,-8,-22,-19,1,-19,-24,-2,,-18,-16,,5,,-24,-4,,-34,-11,-26,-16,,-17,-6,-17,2,-15,,,,17,-42,,,,,,,-26,,-16,,-15,05/08/2021 06:16:00 +1000
2020-02-29,18,87,13,,-36,78,17,9,43,-6,111,,,-24,,28,31,47,-2,6,81,60,0,57,24,59,76,61,-15,-18,,,115,,39,,43,66,,,,40,49,35,,-30,75,60,,,5,,33,,-6,3,,-7,24,25,3,,,,44,-13,1,,8,-12,-9,,57,6,13,,0,48,51,,-23,39,1,,,-8,6,10,,,18,,24,,,,1,,23,-24,,7,-8,,1,27,-22,-17,-10,-28,-12,-10,,19,-8,,2,-7,,-10,-1,,3,-3,,,-14,-18,22,-12,,-30,29,328,-6,-9,,,22,12,3,17,-14,22,6,14,,,-8,24,,-34,10,,,27,,,,,,11,,19,,,,-5,-32,,,-14,12,,,-18,,10,-18,-6,,-14,,,,,,22,,57,54,-38,24,30,,52,34,-16,53,,48,79,57,71,27,40,3,-28,34,75,28,46,-22,,58,26,-30,-8,-6,29,,,71,,5,32,33,20,27,26,19,-1,41,59,,11,,-48,9,36,-10,83,-31,39,,64,-23,,,-50,21,43,34,,13,5,29,12,7,8,44,-12,62,-15,-6,9,,19,7,,-4,-1,20,11,,-8,-10,7,0,,-3,-16,0,12,0,,,,17,-7,,5,,,,,-14,,-21,,63,05/08/2021 06:16:00 +1000
2020-03-01,20,69,27,,-15,34,20,30,36,-25,92,,,1,,79,34,55,2,17,29,53,22,44,-23,24,73,54,-16,-7,,,9,,29,,49,56,,,,43,37,17,,-21,36,54,,,2,,,,-23,94,,-11,18,17,19,,,,35,-16,-12,,39,,96,,80,52,6,,47,36,57,,-12,16,51,,,72,27,2,,,13,,31,,,,5,,13,-4,,-3,-18,,0,23,-23,-6,-15,3,-3,-23,,20,-8,,4,-3,,8,-4,-13,22,15,,,1,-23,24,-19,,-12,5,97,-3,-2,-17,3,-2,-34,-13,11,-22,-5,27,-31,,,9,13,,-30,13,,,5,,,,,,,,,,,,-13,-37,,,-31,-2,-23,,-32,,-13,-23,1,,13,,-6,,,-13,8,,26,24,-22,,90,,24,20,-9,8,,-2,2,48,21,7,0,-24,-18,26,87,19,24,-27,,11,9,6,2,,50,,,59,,9,35,21,-11,-1,19,,-32,36,29,29,26,,-50,,21,-17,23,5,-6,,43,2,,,-57,4,30,26,,13,18,34,7,-4,15,4,18,17,-21,104,3,,-5,40,,1,-2,-5,166,,0,-7,-14,-9,,17,232,-10,7,28,,,,15,-29,,18,,,,,-16,,-39,,-4,05/08/2021 06:16:00 +1000
2020-03-02,-1,13,-7,,-13,-1,-12,2,16,-20,3,,,-21,,-4,-4,-4,-30,,-4,-20,-16,-4,-10,-2,-7,-3,-23,-27,,,0,,-4,,15,15,,,,-10,-4,-7,,-40,-14,4,,,-11,,8,,-43,31,,-29,-7,0,1,,,,-19,-33,-40,,22,,-6,,7,12,-15,,-21,-9,22,,-21,16,20,,,-15,5,-24,,,16,,27,,,,-11,,-5,-8,,-3,-10,,-15,1,-35,-9,-13,-9,-1,-20,,8,-2,,-14,-7,,-12,-25,,-7,,,,-2,-13,-9,-15,,-28,-12,35,-4,-54,,,-12,-37,-4,-3,-22,-17,7,-32,,,-5,5,,-47,,,,,,,,,,,,,,,,-27,-33,,,-32,-32,,,-36,,-10,-41,-45,,31,,,,,-19,8,,3,22,-55,,8,,30,15,-34,18,,16,8,15,21,24,6,-45,-37,14,48,35,10,-34,,-2,-6,-5,,,4,,,7,,,12,23,-13,14,-14,,-28,50,24,,0,,-52,,13,-25,13,-23,-41,,-10,-53,,,-62,-4,24,0,,9,31,25,38,34,28,11,21,56,18,70,25,,41,,,1,,20,31,,7,15,57,36,,73,,37,13,20,,,,13,-26,,,,,,,5,,44,,16,05/08/2021 06:16:00 +1000
2020-03-03,-14,8,-27,,-14,-3,-23,-31,12,,-24,,,-18,,-3,-10,-19,-13,,-13,-21,-35,-7,-27,-19,-13,-22,-32,-35,,,-20,,-15,,-1,-17,,,,-22,-15,-16,,-37,-17,-18,,,-5,,-14,,-47,-45,,-27,-22,-27,-45,,,,-18,-21,-46,,-33,,-32,,-22,-40,2,,-40,-17,-15,,-20,0,-58,-26,,-33,-44,-45,,,4,,10,,,,-2,,7,-23,,4,,,-10,14,-24,-8,-12,-16,5,,,10,-10,,-13,4,,-23,-7,,-3,,,,6,-14,0,-16,,-23,-13,123,-17,-35,,,-21,-55,-32,-16,-18,-26,26,-40,,,-8,13,,-52,,,,,,,,,,,,,,,,-6,-21,,,-27,-9,,,-15,,18,,-8,,28,,,,,,-5,,0,15,-53,,-10,,10,0,-20,4,,6,3,5,20,10,-7,-39,-28,8,22,1,0,-28,,2,15,-22,-14,,-9,,,-11,,,14,12,-5,24,0,,,27,13,,3,,-44,,8,-16,-10,-33,-16,,-4,-49,,,-52,-5,15,-10,,-7,-5,-9,0,6,0,-13,-35,12,-15,-16,6,,-11,,,1,,-10,14,,-19,-9,-10,2,,2,17,3,7,-22,,,,7,,,,,,,,-17,,-21,,18,05/08/2021 06:16:00 +1000
2020-03-04,-15,-36,-30,,-31,-28,-26,-30,-24,-16,-39,,,-36,,-33,-32,-25,-9,-34,-24,-24,-37,-27,-29,-18,-34,-7,-26,-34,,,-24,,-27,,-33,-40,,,,-36,-23,-24,,-38,-28,-22,,,-9,,0,,-42,-52,,-32,1,-31,-42,,,,-36,-27,-46,,-37,,-50,,-30,-41,6,,-59,-12,-26,,-37,-4,-49,-22,,-45,-46,-46,,,7,,12,,,,-9,,0,-17,,12,-9,,-27,4,-5,-7,-8,-11,-10,-38,,2,-27,,-11,-12,,-21,-18,,-11,,,,-15,-10,-17,-21,,-10,0,107,-4,-36,,,-7,-32,-15,2,0,-16,11,-13,,,5,9,,-41,,,,,,,,,,,,11,,,,-5,-32,,,-25,-11,,,-27,,14,,-9,,30,,,,,,-11,,5,23,-52,,-24,,3,-3,,-4,,6,-14,-1,17,18,-16,-18,-14,3,20,12,1,-22,,-14,-14,-13,-30,,-22,,,-11,,,2,13,-21,8,-33,,-45,22,-1,,-10,,-13,,3,,-25,-31,-31,,-15,-33,,,-43,-1,10,-11,,-17,-6,7,0,2,5,-14,-29,14,-7,-8,-6,,-8,29,,-13,,-4,10,,-20,-4,-17,3,,-7,-3,0,5,-23,,,,1,,,,,,,,-13,,-10,,11,05/08/2021 06:16:00 +1000
2020-03-05,-19,-31,-38,,-20,-27,-18,-48,-22,,-36,,,-18,,-39,-17,-40,-14,-11,-28,-36,-41,-30,-24,-30,-36,-45,-31,-39,,,-20,,-37,,-29,-31,,,,-30,-30,-35,,-46,-37,-28,,,-2,,-27,,-47,-60,,-42,-35,-41,-57,,,,-21,-35,-58,,-52,,-53,-19,-23,-49,-19,,-57,-22,-22,,-19,-23,-64,-33,,-50,-54,-56,,,28,,27,,,,-1,,5,-2,,-1,-18,,-10,18,-12,1,-24,-4,-1,,,15,-22,,-9,9,,-5,0,,11,,,,-7,-7,2,-20,,2,5,118,5,-17,,,-9,-27,4,6,-5,-9,-3,-17,,,7,17,,-29,,,,,,,,,,,,2,,,,-35,-53,,,-49,-31,,,-41,,-38,,-48,,-19,,,,,,-28,,-6,-25,-45,,-54,,-21,-26,-20,-14,,-20,-29,-17,-2,-18,-29,-36,-16,-19,-4,-9,-21,-12,,-9,-22,-23,-28,,-49,,,-40,,,-17,-10,-37,-22,,,-36,1,-25,,-23,,-7,,-12,,-61,-48,-33,,-40,-54,,,-41,-6,-10,-34,,-42,-7,-4,10,-1,8,-25,-40,5,-9,-10,0,,-12,33,,-14,,-6,5,,-14,-1,3,2,,-12,-6,3,-7,-28,,,,-7,,,,,,,,2,,6,,10,05/08/2021 06:16:00 +1000
2020-03-06,-6,20,-11,,-36,0,15,-20,101,-18,1,,,-21,,0,4,3,-8,,-4,13,-31,6,-5,10,8,13,-36,-34,,,3,,3,,12,10,,,,-11,11,7,,-40,-1,13,,,2,,8,,-37,-37,,-29,-20,1,-24,,,,1,-18,-37,,-29,-34,-24,-1,10,-28,7,,-36,-1,11,,-22,-1,-28,,,-24,-23,-29,,,12,,11,,,,-11,,-9,-23,,-10,-18,,-19,-3,-28,-17,-19,-31,-17,-33,,7,-7,,-17,-3,,-18,-10,,-20,-19,,,-12,-25,-11,-19,,-16,13,255,12,-10,,,-1,-13,8,27,-15,-3,,-5,,,0,69,,-30,,,,,,,,,,,,,,,,-3,-17,,,-7,-13,,,-17,,-11,,-19,,35,,,,,-17,-6,,7,44,-42,,-18,,34,62,9,-8,,1,-3,-16,32,4,-1,-22,-23,23,45,10,24,-9,,32,8,-12,0,,-34,,,-18,,,-2,6,15,16,,,,37,23,,3,,26,,-5,74,-29,-25,-3,,4,-44,,,-37,33,30,-4,,-28,-8,16,30,0,0,-22,-37,17,-7,-18,9,,-10,-3,,-3,,-18,1,,-26,3,6,-2,,-2,20,-9,-9,-40,,,,-1,-48,,,,,,,-9,,,,4,05/08/2021 06:16:00 +1000
2020-03-07,10,83,-1,,-33,60,51,-16,82,-19,63,,,-17,,19,13,28,-18,33,49,31,-34,48,160,49,55,37,-28,-35,,,30,,26,,106,65,,,,12,28,18,,-31,19,51,,,31,,-12,,-19,-25,,-21,22,19,-20,,,,29,-15,-22,,-13,-26,-26,,49,-22,8,,-8,36,35,,-9,53,-26,,,-34,-16,-21,,,13,,12,,,,-3,,13,-21,,10,-16,,-2,19,-12,-19,-12,-28,-8,-28,,11,1,,-11,-13,,-25,-1,,6,-16,,,-20,-9,24,-19,,-32,18,319,1,-4,,8,10,-15,-10,9,3,2,3,-6,,,-6,0,,-22,-11,,,9,2,,,,,13,,21,,,,-11,-16,,,5,-21,,,-6,,-37,-16,-24,,-11,,,,,-25,18,,22,15,-9,,-5,,2,6,20,38,,14,14,-1,24,51,-1,23,-12,18,134,17,18,2,,38,16,-39,11,,-30,,,3,,22,23,18,31,3,42,-24,51,22,11,,-8,,45,115,21,115,-3,-12,58,,17,-20,,,-16,85,37,6,,8,3,5,27,21,16,-9,-40,96,17,-32,16,,-1,59,,3,,-19,16,,3,-18,3,2,,5,-6,11,-4,-30,,,,3,-1,,29,-26,,,,-2,,117,,11,05/08/2021 06:16:00 +1000
2020-03-08,14,48,-1,,-18,34,25,-20,126,-36,42,,,-13,,18,-3,10,7,,-5,11,-3,20,-46,4,23,25,-26,-39,,,-8,,9,,96,27,,,,11,20,-3,,-48,-13,26,,,3,,-24,,-32,-4,,-38,1,0,-28,,,,-8,-31,-28,,-14,,4,,28,-18,1,,37,8,2,,-18,,-9,,,8,-24,-19,,,-4,,-12,,,,-7,,8,-41,,-6,-18,,-14,33,-17,-28,-28,-26,-16,-56,,26,-17,,-9,-18,,-23,-13,,26,-13,,,-32,-13,13,-35,,-8,44,247,15,54,23,10,22,-5,-5,31,26,20,-9,20,,,1,6,,55,14,,,7,,,,,,,,,,,,-4,9,,,12,-25,,,9,,-13,-10,-15,,-9,,70,,,12,28,,30,24,30,,20,,19,19,,-1,,4,2,10,17,9,-11,60,58,18,214,18,22,54,,112,17,8,,,-1,,,-10,,,9,6,56,-10,25,,,26,8,,-3,,115,,43,,-7,24,95,,-11,27,,,-21,105,22,4,,37,3,11,12,18,17,25,-22,31,21,-4,3,,-14,7,,-2,-13,-15,1,,-3,-6,4,9,,13,8,-7,11,-17,,,,0,-20,,31,,,,,9,,167,,26,05/08/2021 06:16:00 +1000
2020-03-09,5,76,-17,,-41,3,-13,-15,77,-47,-6,,,-58,,-4,-2,-7,-23,,-4,-18,-29,-5,-7,-2,2,-17,-39,-49,,,-18,,-2,,91,19,,,,0,6,-12,,-53,-9,-4,,,-34,,-9,,-44,-36,,-47,-14,5,-27,,,,-19,-50,-46,,-25,-30,-7,,-1,-16,-25,,-31,-7,13,,-52,11,-38,,,-23,-32,-28,,,10,,2,,,,-43,,-48,-40,,0,-14,,-55,-33,-23,-49,-17,-37,-6,-33,,-38,-14,,1,-50,,-51,-64,,-38,-40,,,-57,-10,-42,-17,,-19,54,227,,52,,,47,63,,58,3,67,16,65,,,-7,62,,36,,,,,,,,,,,,,,,,-3,-2,,,-7,-11,,,-1,,-10,,-11,,-2,,,,,,88,,89,69,33,,99,,71,97,,88,,83,40,61,45,108,43,7,24,89,,40,19,-28,,26,6,69,,,129,,,87,,,122,3,69,55,,,,130,74,,30,,35,,,,94,116,46,,15,24,,,-35,,18,78,,257,-9,-15,1,-10,8,-28,-28,14,-8,-10,-3,,-17,,,-7,,-16,2,,-14,-17,-6,-5,,-7,-7,-1,7,-23,,,,10,-33,,,,,,,-4,,,,5,05/08/2021 06:16:00 +1000
2020-03-10,-11,1,-15,,-25,10,0,-21,76,,-2,,,-35,,17,-1,11,-12,,13,-2,-19,16,-3,5,-2,0,-38,-39,,,-15,,3,,12,16,,,,15,17,3,,-57,7,6,,,-7,,6,,-47,-30,,-34,-9,-11,-30,,,,0,-47,-37,,-10,,-22,,-5,-34,-5,,-41,14,19,,-48,4,-37,,,-20,-36,-27,,,11,,8,,,,-25,,-23,-28,,-10,-23,,-44,-2,-30,-20,-9,-28,0,,,-23,-22,,-17,-22,,-26,-41,,-24,,,,-23,-14,-16,-35,,-22,-2,113,5,-26,,,-4,-23,-11,-3,-18,-8,17,-14,,,0,4,,-43,,,,,,,,,,,,,,,,-7,-13,,,-12,-7,,,-9,,14,,-1,,30,,,,,,0,,-3,20,-51,,7,,12,10,-20,14,,3,5,14,17,15,3,-21,-4,-1,30,13,6,-22,,7,6,-16,-22,,1,,,-5,,,10,4,-2,14,-11,,,20,19,,0,,-31,,14,28,9,-23,-26,,3,-29,,,-47,10,21,-2,,-3,-1,12,9,7,-1,-10,-26,16,-11,-9,-2,,-11,,,3,,-4,10,,-11,-6,0,3,,-3,5,2,16,-32,,,,2,-16,,,,,,,-3,,,,12,05/08/2021 06:16:00 +1000
2020-03-11,-2,18,-5,,-20,4,-14,1,31,-24,-6,,,-21,,11,-4,13,4,3,16,8,-25,0,-3,14,-1,16,-22,-7,,,-10,,10,,8,11,,,,9,27,0,,-45,21,3,,,-6,,-4,,-44,-9,,-27,-4,-7,-4,,,,5,-28,-49,,8,,-2,,-2,-6,0,,-28,10,11,,-28,10,-5,,,-1,-11,-27,,,15,,13,,,,-9,,4,-14,,-4,-35,,-23,12,-8,-13,-8,-14,1,-31,,9,-31,,-10,-10,,-20,-15,,-3,,,,-26,-14,0,-41,,-33,6,89,-1,-17,-25,,21,-2,-18,14,-9,14,-5,4,,,-9,-4,,-31,,,,,,,,,,,,-5,,,,-3,-11,,,,-9,,,-16,,-9,,-20,,26,,,,,,6,,18,26,-44,,29,,18,18,,1,,9,-7,2,36,30,0,-2,-3,16,38,26,5,-7,,9,-6,25,,,24,,,11,,,19,8,-11,19,,,,34,16,,-2,,-10,,28,,26,-2,-33,,6,-12,,,-29,11,13,-1,,1,-4,30,-4,-8,9,-13,-27,2,-6,-4,-3,,-5,,,-6,,-11,8,,-19,-8,-20,-2,,-12,-4,-2,6,-14,,,,7,,,,,,,,-9,,,,12,05/08/2021 06:16:00 +1000
2020-03-12,2,17,4,,-22,38,,-1,35,,13,,,-38,,31,26,26,12,,30,23,-6,16,165,15,0,22,-14,-4,,,7,,21,,18,45,,,,,35,24,,-36,,22,,,-22,,15,,-29,-10,,-32,4,6,-13,,,,41,-10,-30,,8,,-7,,36,1,21,,-13,31,39,,-41,11,4,,,-11,-14,-7,,,19,,11,,,,-21,,-21,-3,,-21,-27,,-39,4,-18,-6,20,-13,-8,,,-18,-20,,-10,-18,,-27,-35,,-1,,,,-35,-9,11,-23,,-38,8,87,-2,11,,,1,-19,-10,9,-12,2,4,-2,,,-4,15,,-29,,,,,,,,,,,,9,,,,5,-8,,,-20,3,,,6,,-1,,-5,,47,,,,,,8,,17,33,-16,,17,,22,28,-25,17,,17,22,12,53,22,14,-7,2,28,49,22,11,-4,,18,-1,2,-14,,8,,,8,,,34,24,-5,51,,,,48,40,,11,,-28,,,,10,-2,-17,,-7,-29,,,-37,22,24,29,,3,-6,-2,15,-2,0,-17,-38,9,-13,-18,-4,,-10,21,,-6,,-5,8,,-17,-8,5,-6,,-18,5,-2,8,-25,,,,2,,,,,,,,-8,,,,25,05/08/2021 06:16:00 +1000
2020-03-13,-8,31,-1,,-36,12,28,-13,32,-26,32,,,-16,,23,13,13,2,,15,26,-1,8,2,24,12,29,-20,-3,,,-2,,7,,22,27,,,,19,26,9,,-36,17,26,,,-13,,18,,-29,-20,,-22,-3,0,-7,,,,28,-12,-30,,-8,-25,-12,,15,0,17,,-13,22,29,,-29,-1,-9,,,-9,-12,-15,,,14,,16,,,,-13,,-9,-26,,-8,-19,,-22,12,-29,-29,0,-35,-9,-20,,5,-8,,2,-17,,-28,-26,,-11,4,,,-32,-20,1,-17,,-34,-2,146,3,-15,,,-3,-38,6,19,-18,-10,,-21,,,5,29,,-40,,,,,-38,,,,,,,,,,,-30,-37,,,-42,-30,,,-34,,-34,-40,-47,,-5,,,,,-29,-20,,-7,29,-54,,-32,,10,24,-14,-3,,-5,-2,-5,17,-12,-8,-41,-32,3,26,22,3,-20,,8,-10,-22,-14,,-41,,,-20,,,-4,13,-8,12,-13,,-19,11,7,,-14,,-53,-26,0,-10,-37,-27,-28,,-7,-51,,,-70,-9,24,-8,,-28,-8,-28,0,-4,4,-18,-27,8,-9,-21,-9,,-10,6,,10,,-14,0,,-26,-1,-16,2,,-10,17,0,22,-26,,,,15,-35,,,,,,,-9,,,,22,05/08/2021 06:16:00 +1000
